DwellingType,ZoneType,LotFrontage,LotArea,Street,Alley,LotShape,Flatness,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BuildingType,HouseStyle,OverallQuality,OverallConditions,YearBuilt,YearRemodel,RoofStyle,RoofMaterial,Exterior1st,Exterior2nd,MasonryVeneerType,MasonryVeneerArea,ExteriorQuality,ExteriorCondition,Foundation,BasementQuality,BasementCondition,BasementExposure,BasementFinishedType1,BasementFinishedType1Area,BasementFinishedType2,BasementFinishedType2Area,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualityFinishedArea,AboveGroundLivingArea,BasementFullBathrooms,BasementHalfBathrooms,FullBathrooms,HalfBathrooms,BedroomAbvGr,KitchenAbvGr,KitchenQuality,TotalRoomsAboveGround,Functional,Fireplaces,FireplaceQuality,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQuality,GarageCondition,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ThreeSeasonPorchArea,ScreenPorch,PoolArea,PoolQuality,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalUsedArea,NonbuiltArea,BuiltAreaRatio,PorchArea,IsDuplex,SoldAfterRemodel,RemodelAge,FireplacesLivingAreaRatio,BedroomsBathroomsRatio,HouseAge,PercentFrontage,ImpactView,RoomsMeanSize,RegularRooms,GarageAreaPerCars,GarageAreaQuality,BasementAreaQuality,LivingAreaQuality,LivingAreaCondition,BasementAreaCondition,GarageAreaCondition
2-STORY 1946 & NEWER,Residential Low Density,82,11643,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,NridgHt,Norm,Norm,Single-family Detached,2Story,8,5,2005,2006,Hip,Two-family Conversion,Metal Siding,Metal Siding,Brick Face,142,3,2,Poured Contrete,5,3,3,Good Living Quarters,880,Unfinshed,0,644,1524,GasA,4,1,SBrkr,1544,814,0,2358,1,0,2,1,4,1,4,10,Typ,1,4,BuiltIn,2005,3,3,784,3,3,2,120,34,0,0,0,0,0,No Fance,None,0,8,2006,New,Partial,,4666,9315,0.2025251223911363,34,1,1,0,4.2408821034775233E-4,1.3333333333333333,1,0.007042858369835953,0.03521429184917976,235.8,5,261.3333333333333,2352,7620,18864,11790,4572,2352
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,121,13758,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,NridgHt,Norm,Norm,Single-family Detached,1Story,9,5,2005,2006,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,Brick Face,430,4,2,Poured Contrete,5,3,4,Good Living Quarters,1232,Unfinshed,0,560,1792,GasA,4,1,SBrkr,1792,0,0,1792,1,0,2,0,2,1,3,6,Typ,1,4,Attchd,2005,2,3,925,3,3,2,204,49,0,0,0,0,0,No Fance,None,0,3,2006,New,Partial,,4509,11041,0.1302514900421573,49,0,1,0,5.580357142857143E-4,1.0,1,0.008794882977176914,0.04397441488588457,298.6666666666667,3,308.3333333333333,2775,8960,16128,8960,5376,2775
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,131,14828,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Corner,Gentle,NridgHt,Norm,Norm,Single-family Detached,1Story,9,5,2004,2005,Hip,Two-family Conversion,Metal Siding,Metal Siding,Brick Face,674,4,2,Poured Contrete,5,3,4,Good Living Quarters,1383,Unfinshed,0,397,1780,GasA,4,1,SBrkr,1780,0,0,1780,1,0,2,0,2,1,4,7,Typ,1,4,Attchd,2004,3,3,816,3,3,2,144,68,0,0,0,0,0,No Fance,None,0,8,2006,WD,Normal Sale,,4376,12232,0.12004316158618829,68,0,1,1,5.617977528089888E-4,1.0,2,0.008834637172916104,0.04417318586458052,254.28571428571428,4,272.0,2448,8900,16020,8900,5340,2448
2-STORY 1946 & NEWER,Residential Low Density,0,13215,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Corner,Gentle,NridgHt,Norm,Norm,Single-family Detached,2Story,8,5,2004,2004,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,Brick Face,112,3,2,Poured Contrete,4,3,1,Good Living Quarters,994,Unfinshed,0,426,1420,GasA,4,1,SBrkr,1426,488,0,1914,1,0,2,1,3,1,3,9,Typ,1,3,BuiltIn,2004,2,3,746,3,3,2,168,127,0,0,0,0,0,No Fance,None,0,2,2006,WD,Normal Sale,,4080,11043,0.14483541430192962,127,1,0,2,5.224660397074191E-4,1.0,2,0.0,0.0,212.66666666666666,5,248.66666666666666,2238,5680,15312,9570,4260,2238
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Low Density,48,5911,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,NridgHt,Norm,Norm,Townhouse End Unit,1Story,9,5,2005,2005,Hip,Two-family Conversion,Metal Siding,Metal Siding,Brick Face,278,4,2,Poured Contrete,5,3,1,Good Living Quarters,472,Unfinshed,0,1088,1560,GasA,4,1,SBrkr,1565,0,0,1565,1,0,2,0,2,1,4,6,Typ,1,4,Attchd,2005,2,2,556,3,3,2,196,56,0,0,0,0,0,No Fance,None,0,3,2006,WD,Normal Sale,,3681,3790,0.26476061580104887,56,0,0,1,6.389776357827476E-4,1.0,1,0.008120453391981051,0.04060226695990526,260.8333333333333,3,278.0,1668,7800,14085,7825,4680,1668
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,61,7740,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,NridgHt,Norm,Norm,Townhouse End Unit,1Story,9,5,2006,2006,Hip,Two-family Conversion,Metal Siding,Metal Siding,Brick Face,518,3,2,Poured Contrete,5,4,1,Good Living Quarters,1023,Unfinshed,0,663,1686,GasA,4,1,SBrkr,1686,0,0,1686,1,0,2,0,1,1,4,6,Typ,1,4,Attchd,2006,3,3,899,3,3,2,266,100,0,0,0,0,0,No Fance,None,0,6,2006,New,Partial,,4271,5155,0.2178294573643411,100,0,0,0,5.931198102016608E-4,0.5,0,0.007881136950904392,0.03940568475452196,281.0,4,299.6666666666667,2697,8430,15174,8430,6744,2697
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Low Density,48,6373,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,NridgHt,Norm,Norm,Townhouse End Unit,1Story,9,5,2006,2006,Hip,Two-family Conversion,Metal Siding,Metal Siding,Brick Face,572,4,2,Poured Contrete,5,4,1,Good Living Quarters,415,Unfinshed,0,1251,1666,GasA,4,1,SBrkr,1666,0,0,1666,1,0,2,0,2,1,3,6,Typ,1,4,Attchd,2006,2,2,575,3,3,2,228,75,0,0,0,0,0,No Fance,None,0,6,2006,New,Partial,,3907,4132,0.2614153459908991,75,0,0,0,6.002400960384153E-4,1.0,0,0.007531774674407657,0.037658873372038285,277.6666666666667,3,287.5,1725,8330,14994,8330,6664,1725
2-STORY 1946 & NEWER,Residential Low Density,65,10237,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Gilbert,RRAn,Norm,Single-family Detached,2Story,6,5,2005,2006,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,0,3,2,Poured Contrete,4,3,1,Unfinshed,0,Unfinshed,0,728,728,GasA,4,1,SBrkr,728,728,0,1456,0,0,2,1,3,1,3,8,Typ,1,4,Attchd,2005,3,2,390,3,3,2,0,24,0,0,0,0,0,No Fance,None,0,2,2006,New,Partial,,2574,9119,0.1422291687017681,24,1,1,0,6.868131868131869E-4,1.0,1,0.006349516459900361,0.03174758229950181,182.0,4,195.0,1170,2912,8736,7280,2184,1170
2-STORY 1946 & NEWER,Residential Low Density,65,10237,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Gilbert,RRAn,Norm,Single-family Detached,2Story,7,5,2006,2006,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,0,3,2,Poured Contrete,4,3,1,Unfinshed,0,Unfinshed,0,738,738,GasA,4,1,SBrkr,738,754,0,1492,0,0,2,1,3,1,3,8,Typ,0,0,Attchd,2006,3,2,440,3,3,2,0,32,0,0,0,0,0,No Fance,None,0,9,2006,New,Partial,,2670,9059,0.14574582397186675,32,1,0,0,0.0,1.0,0,0.006349516459900361,0.03174758229950181,186.5,4,220.0,1320,2952,10444,7460,2214,1320
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,102,11660,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,Gilbert,Norm,Norm,Single-family Detached,1Story,6,5,2006,2006,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,0,3,2,Poured Contrete,4,3,3,Unfinshed,0,Unfinshed,0,1326,1326,GasA,4,1,SBrkr,1326,0,0,1326,0,0,2,0,3,1,3,6,Typ,0,0,Attchd,2006,3,2,427,3,3,2,100,0,0,0,0,0,0,No Fance,None,0,7,2006,New,Partial,,3079,9907,0.1137221269296741,0,0,0,0,0.0,1.5,0,0.008747855917667238,0.04373927958833619,221.0,2,213.5,1281,5304,7956,6630,3978,1281
2-STORY 1946 & NEWER,Residential Low Density,96,11631,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Corner,Gentle,Gilbert,Norm,Norm,Single-family Detached,2Story,8,5,2004,2005,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,Brick Face,236,3,2,Poured Contrete,4,3,3,Unfinshed,0,Unfinshed,0,1052,1052,GasA,4,1,SBrkr,1052,1321,0,2373,0,0,2,1,4,1,3,9,Typ,1,4,BuiltIn,2004,3,3,632,3,3,2,120,46,0,0,0,0,0,No Fance,None,0,6,2006,New,Partial,,4057,9947,0.20402372968790303,46,1,1,1,4.2140750105351877E-4,1.3333333333333333,2,0.008253804488006191,0.04126902244003096,263.6666666666667,4,210.66666666666666,1896,4208,18984,11865,3156,1896
2-STORY 1946 & NEWER,Residential Low Density,75,9073,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,Gilbert,Norm,Norm,Single-family Detached,2Story,7,5,2006,2006,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,0,3,2,Poured Contrete,4,3,1,Unfinshed,0,Unfinshed,0,738,738,GasA,4,1,SBrkr,738,754,0,1492,0,0,2,1,3,1,3,8,Typ,0,0,Attchd,2006,3,2,440,3,3,2,100,32,0,0,0,0,0,No Fance,None,0,10,2006,New,Partial,,2670,7895,0.16444395459054337,32,1,0,0,0.0,1.0,0,0.008266284580623829,0.04133142290311914,186.5,4,220.0,1320,2952,10444,7460,2214,1320
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Low Density,43,3087,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Blmngtn,Norm,Norm,Townhouse End Unit,1Story,7,5,2006,2006,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,Brick Face,14,3,2,Poured Contrete,4,3,3,Good Living Quarters,453,Unfinshed,0,767,1220,GasA,4,1,SBrkr,1364,0,0,1364,1,0,2,0,2,1,3,6,Typ,1,4,Attchd,2006,3,2,437,3,3,2,100,16,0,0,0,0,0,No Fance,None,0,11,2006,New,Partial,,3021,1286,0.44185293164885003,16,0,0,0,7.331378299120235E-4,1.0,0,0.013929381276320051,0.06964690638160026,227.33333333333334,3,218.5,1311,4880,9548,6820,3660,1311
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Low Density,0,2938,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Blmngtn,Norm,Norm,Townhouse End Unit,1Story,7,5,2002,2002,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,Brick Face,40,3,2,Poured Contrete,4,3,3,Good Living Quarters,1038,Unfinshed,0,330,1368,GasA,4,1,SBrkr,1511,0,0,1511,1,0,2,0,2,1,3,5,Typ,1,3,Attchd,2002,3,2,398,3,3,2,130,30,0,0,0,0,0,No Fance,None,0,5,2006,WD,Normal Sale,,3277,1029,0.5142954390742002,30,0,0,4,6.618133686300463E-4,1.0,4,0.0,0.0,302.2,2,199.0,1194,5472,10577,7555,4104,1194
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Medium Density,0,3072,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Blmngtn,Norm,Norm,Townhouse End Unit,1Story,7,5,2004,2004,Hip,Two-family Conversion,Vinyl Siding,Vinyl Siding,Brick Face,18,3,2,Poured Contrete,4,3,1,Good Living Quarters,1059,Unfinshed,0,306,1365,GasA,4,1,SBrkr,1548,0,0,1548,1,0,2,0,2,1,3,7,Typ,1,3,Attchd,2004,3,2,388,3,3,2,143,20,0,0,0,0,0,No Fance,None,0,9,2006,WD,Normal Sale,,3301,1136,0.50390625,20,0,0,2,6.459948320413437E-4,1.0,2,0.0,0.0,221.14285714285714,4,194.0,1164,5460,10836,7740,4095,1164
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Low Density,43,3010,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Blmngtn,Norm,Norm,Townhouse End Unit,1Story,7,5,2005,2006,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,Brick Face,14,3,2,Poured Contrete,4,3,4,Good Living Quarters,16,Unfinshed,0,1126,1142,GasA,4,1,SBrkr,1142,0,0,1142,0,0,2,0,2,1,3,6,Typ,0,0,Attchd,2005,3,2,440,3,3,2,90,0,0,0,0,0,0,No Fance,None,0,6,2006,New,Partial,,2724,1428,0.37940199335548175,0,0,1,0,0.0,1.0,1,0.014285714285714285,0.07142857142857142,190.33333333333334,3,220.0,1320,4568,7994,5710,3426,1320
2-STORY 1946 & NEWER,Residential Low Density,59,9171,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,Gilbert,Norm,Norm,Single-family Detached,2Story,7,5,2004,2005,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,0,3,2,Poured Contrete,4,3,3,Unfinshed,0,Unfinshed,0,848,848,GasA,4,1,SBrkr,848,750,0,1598,0,0,2,1,3,1,3,7,Typ,1,4,Attchd,2004,3,2,433,3,3,2,100,48,0,0,0,0,0,No Fance,None,0,7,2006,WD,Normal Sale,,2879,7890,0.17424490240976992,48,1,1,1,6.257822277847309E-4,1.0,2,0.006433322429397013,0.03216661214698506,228.28571428571428,3,216.5,1299,3392,11186,7990,2544,1299
2-STORY 1946 & NEWER,Residential Low Density,0,8658,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,Gilbert,Norm,Norm,Single-family Detached,2Story,6,5,2000,2000,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,0,2,2,Poured Contrete,4,3,1,Average Living Quarters,732,Unfinshed,0,250,982,GasA,4,1,SBrkr,1008,881,0,1889,0,0,2,1,3,1,2,9,Typ,1,3,Attchd,2000,3,2,431,3,3,2,0,0,0,0,0,0,0,No Fance,None,0,4,2006,WD,Normal Sale,,3302,7219,0.21817971817971818,0,1,0,6,5.293806246691371E-4,1.0,6,0.0,0.0,209.88888888888889,5,215.5,1293,3928,11334,9445,2946,1293
2-STORY 1946 & NEWER,Residential Low Density,0,12104,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,FR3,Gentle,Gilbert,Norm,Norm,Single-family Detached,2Story,7,5,2006,2006,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,0,3,2,Poured Contrete,4,3,1,Unfinshed,0,Unfinshed,0,1035,1035,GasA,3,1,SBrkr,1082,1240,0,2322,0,0,3,1,4,1,3,8,Typ,0,0,Attchd,2006,2,3,617,3,3,2,400,45,0,0,0,0,0,No Fance,None,0,8,2006,New,Partial,,3974,10405,0.19183740912095176,45,1,0,0,0.0,1.0,0,0.0,0.0,290.25,3,205.66666666666666,1851,4140,16254,11610,3105,1851
2-STORY 1946 & NEWER,Residential Low Density,84,9660,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,NoRidge,Norm,Norm,Single-family Detached,2Story,8,5,1998,1998,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,Brick Face,242,3,2,Poured Contrete,4,3,1,Good Living Quarters,791,Unfinshed,0,253,1044,GasA,4,1,SBrkr,1079,897,0,1976,1,0,2,1,3,1,3,7,Typ,1,5,Attchd,1998,3,3,885,3,3,2,210,31,0,0,0,0,0,No Fance,None,0,2,2006,WD,Normal Sale,,3905,7696,0.20455486542443063,31,1,0,8,5.060728744939271E-4,1.0,8,0.008695652173913044,0.043478260869565216,282.2857142857143,3,295.0,2655,4176,15808,9880,3132,2655
2-STORY 1946 & NEWER,Residential Low Density,83,9545,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Corner,Gentle,NoRidge,Norm,Norm,Single-family Detached,2Story,8,5,2000,2000,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,Brick Face,322,3,2,Poured Contrete,4,3,2,Good Living Quarters,505,Unfinshed,0,655,1160,GasA,4,1,SBrkr,1205,1029,0,2234,1,0,2,1,3,1,3,7,Typ,1,3,BuiltIn,2000,2,3,768,3,3,2,0,50,0,0,0,0,0,No Fance,None,0,6,2006,WD,Normal Sale,,4162,7572,0.23404924044002096,50,1,0,6,4.476275738585497E-4,1.0,6,0.008695652173913044,0.043478260869565216,319.14285714285717,3,256.0,2304,4640,17872,11170,3480,2304
2-STORY 1946 & NEWER,Residential Low Density,0,9233,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,NoRidge,Norm,Norm,Single-family Detached,2Story,9,5,2000,2000,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,Brick Face,877,3,2,Poured Contrete,5,3,3,Good Living Quarters,1182,Unfinshed,0,358,1540,GasA,4,1,SBrkr,1540,1315,0,2855,1,0,2,1,4,1,4,9,Typ,1,3,Attchd,2000,2,3,774,3,3,2,247,55,0,0,0,0,0,No Fance,None,0,3,2006,WD,Normal Sale,,5169,6919,0.30921693923968374,55,1,0,6,3.502626970227671E-4,1.3333333333333333,6,0.0,0.0,317.22222222222223,4,258.0,2322,7700,25695,14275,4620,2322
2-STORY 1946 & NEWER,Residential Low Density,83,10019,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,NoRidge,Norm,Norm,Single-family Detached,2Story,8,5,1995,1995,Hip,Two-family Conversion,Vinyl Siding,Vinyl Siding,Brick Face,397,3,2,Poured Contrete,4,3,1,Average Living Quarters,527,Unfinshed,0,815,1342,GasA,4,1,SBrkr,1358,1368,0,2726,0,0,2,1,4,1,3,9,Typ,1,5,Attchd,1995,2,3,725,3,3,2,307,169,168,0,0,0,0,No Fance,None,0,6,2006,WD,Normal Sale,,4793,7936,0.2720830422197824,337,1,0,11,3.6683785766691124E-4,1.3333333333333333,11,0.008284259906178261,0.041421299530891305,302.8888888888889,4,241.66666666666666,2175,5368,21808,13630,4026,2175
2-STORY 1946 & NEWER,Residential Low Density,114,17242,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,NoRidge,Norm,Norm,Single-family Detached,2Story,9,5,1993,1994,Hip,Two-family Conversion,Metal Siding,Metal Siding,Brick Face,738,3,3,Poured Contrete,5,3,4,Average Rec Room,292,Good Living Quarters,1393,48,1733,GasA,4,1,SBrkr,1933,1567,0,3500,1,0,3,1,4,1,4,11,Typ,1,3,Attchd,1993,2,3,959,3,3,2,870,86,0,0,210,0,0,No Fance,None,0,5,2006,WD,Normal Sale,,6192,14350,0.20299269226307853,296,1,1,12,2.8571428571428574E-4,1.0,13,0.006611761976568844,0.03305880988284422,318.1818181818182,6,319.6666666666667,2877,8665,31500,17500,5199,2877
2-STORY 1946 & NEWER,Residential Low Density,0,10236,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,NoRidge,Norm,Norm,Single-family Detached,2Story,8,5,1994,1995,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,Brick Face,501,3,2,Poured Contrete,4,3,4,Good Living Quarters,380,Below Average Living Quarters,168,742,1290,GasA,4,1,SBrkr,1305,1189,0,2494,1,0,2,1,4,1,3,9,Typ,1,3,Attchd,1994,3,3,803,3,3,2,200,95,0,0,0,0,0,Good Privacy,None,0,6,2006,WD,Normal Sale,,4587,8128,0.24364986322782337,95,1,1,11,4.0096230954290296E-4,1.3333333333333333,12,0.0,0.0,277.1111111111111,4,267.6666666666667,2409,5160,19952,12470,3870,2409
2-STORY 1946 & NEWER,Residential Low Density,0,12585,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,NoRidge,Norm,Norm,Single-family Detached,2Story,8,5,1993,1993,Gable,Two-family Conversion,Hard Board,Imitation Stucco,Brick Face,420,3,2,Poured Contrete,4,3,1,Low Quality,247,Good Living Quarters,1039,0,1286,GasA,4,1,SBrkr,1565,1234,0,2799,1,0,2,1,3,1,3,8,Typ,1,3,Attchd,1993,3,3,704,3,3,2,432,136,0,0,0,0,0,No Fance,None,0,10,2006,WD,Normal Sale,,4789,10316,0.22240762812872467,136,1,0,13,3.572704537334762E-4,1.0,13,0.0,0.0,349.875,4,234.66666666666666,2112,5144,22392,13995,3858,2112
2-STORY 1946 & NEWER,Residential Low Density,75,12447,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,Somerst,RRAn,Norm,Single-family Detached,2Story,8,5,2005,2006,Gable,Two-family Conversion,Cement Board,Cement Board,Stone,192,3,2,Poured Contrete,4,4,1,Unfinshed,0,Unfinshed,0,1100,1100,GasA,4,1,SBrkr,1116,848,0,1964,0,0,2,1,3,1,3,8,Typ,1,4,BuiltIn,2005,3,2,760,3,3,2,200,70,0,0,0,0,0,No Fance,None,0,1,2006,New,Partial,,3824,10571,0.15778902546798426,70,1,1,0,5.091649694501018E-4,1.0,1,0.006025548324897566,0.03012774162448783,245.5,4,380.0,2280,4400,15712,9820,4400,2280
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,49,15218,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,CulDSac,Gentle,Somerst,RRAn,Norm,Single-family Detached,1Story,8,5,2006,2006,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,0,3,2,Poured Contrete,5,4,1,Good Living Quarters,1562,Unfinshed,0,108,1670,GasA,4,1,SBrkr,1670,0,0,1670,1,0,2,1,2,1,3,6,Typ,1,4,Attchd,2006,2,3,928,3,3,2,0,240,200,0,0,0,0,No Fance,None,0,9,2006,New,Partial,,4268,12620,0.10973846760415297,440,0,0,0,5.988023952095808E-4,0.6666666666666666,0,0.003219871205151794,0.01609935602575897,278.3333333333333,3,309.3333333333333,2784,8350,13360,8350,6680,2784
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,85,10936,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Corner,Gentle,Somerst,Feedr,Norm,Single-family Detached,1Story,8,5,2006,2006,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,Brick Face,60,3,2,Poured Contrete,4,3,1,Unfinshed,0,Unfinshed,0,1504,1504,GasA,4,1,SBrkr,1504,0,0,1504,0,0,2,0,3,1,3,7,Typ,0,0,Attchd,2006,3,2,510,3,3,2,144,0,0,0,0,0,0,No Fance,None,0,9,2006,New,Partial,,3518,8922,0.13752743233357717,0,0,0,0,0.0,1.5,0,0.007772494513533285,0.03886247256766642,214.85714285714286,3,255.0,1530,6016,12032,7520,4512,1530
1-STORY 1946 & NEWER ALL STYLES,Floating Village Residential,72,8640,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Somerst,Norm,Norm,Single-family Detached,1Story,8,5,2006,2006,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,0,3,2,Poured Contrete,4,3,1,Good Living Quarters,24,Unfinshed,0,1254,1278,GasA,4,1,SBrkr,1278,0,0,1278,0,0,2,0,2,1,3,5,Typ,0,0,Attchd,2006,2,2,584,3,3,2,0,60,0,0,0,0,0,No Fance,None,0,10,2006,New,Partial,,3140,6778,0.14791666666666667,60,0,0,0,0.0,1.0,0,0.008333333333333333,0.041666666666666664,255.6,2,292.0,1752,5112,10224,6390,3834,1752
2-STORY 1946 & NEWER,Floating Village Residential,100,13162,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Corner,Gentle,Somerst,Feedr,Norm,Single-family Detached,2Story,9,5,2006,2006,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,0,3,2,Poured Contrete,5,3,1,Good Living Quarters,1836,Unfinshed,0,200,2036,GasA,4,1,SBrkr,2036,604,0,2640,1,0,3,1,3,1,4,11,Typ,1,4,Attchd,2006,2,3,792,3,3,2,0,265,0,0,0,0,0,No Fance,None,0,11,2006,New,Partial,,5468,10334,0.20057741984500835,265,1,0,0,3.787878787878788E-4,0.75,0,0.00759762953958365,0.03798814769791825,240.0,7,264.0,2376,10180,23760,13200,6108,2376
2-STORY 1946 & NEWER,Floating Village Residential,65,8125,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Somerst,Norm,Norm,Single-family Detached,2Story,6,5,2005,2005,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,0,3,2,Poured Contrete,4,3,1,Unfinshed,0,Unfinshed,0,858,858,GasA,4,1,SBrkr,858,858,0,1716,0,0,2,1,3,1,3,7,Typ,0,0,Attchd,2005,2,2,615,3,3,2,0,53,0,0,0,0,0,No Fance,None,0,2,2006,WD,Normal Sale,,3189,6652,0.2112,53,1,0,1,0.0,1.0,1,0.008,0.04,245.14285714285714,3,307.5,1845,3432,10296,8580,2574,1845
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,74,7733,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,SawyerW,Norm,Norm,Single-family Detached,1Story,6,5,2005,2005,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,0,2,2,Poured Contrete,3,3,2,Good Living Quarters,24,Unfinshed,0,1118,1142,GasA,4,1,SBrkr,1142,0,0,1142,0,0,1,1,3,1,3,5,Typ,0,0,NA,0,0,0,0,0,0,2,4,50,0,0,0,0,0,No Fance,None,0,1,2006,WD,Normal Sale,,2284,6591,0.14767877925772663,50,0,0,1,0.0,1.5,1,0.009569377990430622,0.04784688995215311,228.4,1,0.0,0,3426,6852,5710,3426,0
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,91,11024,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Corner,Gentle,SawyerW,Norm,Norm,Single-family Detached,1Story,7,5,2005,2006,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,Brick Face,118,3,2,Poured Contrete,4,3,3,Unfinshed,0,Unfinshed,0,1400,1400,GasA,4,1,SBrkr,1400,0,0,1400,0,0,2,0,3,1,3,6,Typ,0,0,Attchd,2005,2,2,612,3,3,2,144,55,0,0,0,0,0,No Fance,None,0,10,2006,New,Partial,,3412,9012,0.1269956458635704,55,0,1,0,0.0,1.5,1,0.008254716981132075,0.041273584905660375,233.33333333333334,2,306.0,1836,5600,9800,7000,4200,1836
