DwellingType,ZoneType,LotFrontage,LotArea,Street,Alley,LotShape,Flatness,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BuildingType,HouseStyle,OverallQuality,OverallConditions,YearBuilt,YearRemodel,RoofStyle,RoofMaterial,Exterior1st,Exterior2nd,MasonryVeneerType,MasonryVeneerArea,ExteriorQuality,ExteriorCondition,Foundation,BasementQuality,BasementCondition,BasementExposure,BasementFinishedType1,BasementFinishedType1Area,BasementFinishedType2,BasementFinishedType2Area,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualityFinishedArea,AboveGroundLivingArea,BasementFullBathrooms,BasementHalfBathrooms,FullBathrooms,HalfBathrooms,BedroomAbvGr,KitchenAbvGr,KitchenQuality,TotalRoomsAboveGround,Functional,Fireplaces,FireplaceQuality,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQuality,GarageCondition,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ThreeSeasonPorchArea,ScreenPorch,PoolArea,PoolQuality,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalUsedArea,NonbuiltArea,BuiltAreaRatio,PorchArea,IsDuplex,SoldAfterRemodel,RemodelAge,FireplacesLivingAreaRatio,BedroomsBathroomsRatio,HouseAge,PercentFrontage,ImpactView,RoomsMeanSize,RegularRooms,GarageAreaPerCars,GarageAreaQuality,BasementAreaQuality,LivingAreaQuality,LivingAreaCondition,BasementAreaCondition,GarageAreaCondition
SPLIT OR MULTI-LEVEL,Residential Low Density,102,10192,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,NWAmes,Norm,Norm,Single-family Detached,SLvl,7,6,1968,1992,Gable,Two-family Conversion,Metal Siding,Metal Siding,Brick Face,143,2,2,Cinder Block,3,3,1,Unfinshed,0,Unfinshed,0,570,570,GasA,3,1,SBrkr,1222,698,0,1920,0,0,3,0,4,1,3,8,Typ,1,3,Attchd,1968,2,2,487,3,3,2,0,98,0,0,0,0,0,Good Privacy,None,0,9,2006,WD,Normal Sale,170000,2977,8483,0.18838304552590268,98,1,1,14,5.208333333333333E-4,1.3333333333333333,38,0.010007849293563579,0.060047095761381473,240.0,3,243.5,1461,1710,13440,11520,1710,1461
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,0,9477,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Corner,Gentle,NAmes,Norm,Norm,Single-family Detached,1Story,5,5,1966,1966,Gable,Two-family Conversion,Hard Board,Hard Board,Brick Face,65,2,2,Cinder Block,3,3,1,Average Rec Room,340,Unfinshed,0,524,864,GasA,2,1,SBrkr,892,0,0,892,0,0,1,0,3,1,2,5,Typ,0,0,Attchd,1966,2,1,264,3,3,2,0,0,0,0,0,0,0,Good Wood,None,0,10,2008,WD,Normal Sale,110000,2020,8321,0.09412261264113116,0,0,0,42,0.0,3.0,42,0.0,0.0,178.4,1,264.0,792,2592,4460,4460,2592,792
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,0,12537,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,CulDSac,Gentle,NAmes,Norm,Norm,Single-family Detached,1Story,5,6,1971,2008,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,0,2,2,Cinder Block,3,3,1,Good Living Quarters,734,Unfinshed,0,344,1078,GasA,4,1,SBrkr,1078,0,0,1078,1,0,1,1,3,1,2,6,Typ,1,2,Attchd,1971,3,2,500,3,3,2,0,0,0,0,0,0,0,No Fance,None,0,4,2010,WD,Normal Sale,149900,2656,10959,0.08598548297040759,0,0,1,2,9.276437847866419E-4,1.5,39,0.0,0.0,179.66666666666666,2,250.0,1500,3234,5390,6468,3234,1500
2-STORY PUD - 1946 & NEWER,Floating Village Residential,0,2117,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Somerst,Norm,Norm,Townhouse Inside Unit,2Story,6,5,2000,2000,Gable,Two-family Conversion,Metal Siding,Metal Siding,Brick Face,216,3,2,Poured Contrete,4,3,1,Good Living Quarters,378,Unfinshed,0,378,756,GasA,4,1,SBrkr,769,804,0,1573,0,0,2,1,3,1,3,5,Typ,0,0,Detchd,2000,1,2,440,3,3,2,0,32,0,0,0,0,0,No Fance,None,0,6,2010,WD,Normal Sale,177500,2769,908,0.7430325932923949,32,1,0,10,0.0,1.0,10,0.0,0.0,314.6,1,220.0,1320,3024,9438,7865,2268,1320
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,129,16737,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,FR3,Gentle,NridgHt,Norm,Norm,Single-family Detached,1Story,9,5,2004,2005,Hip,Two-family Conversion,Vinyl Siding,Vinyl Siding,Brick Face,66,3,2,Poured Contrete,5,3,3,Good Living Quarters,1447,Unfinshed,0,533,1980,GasA,4,1,SBrkr,1980,0,0,1980,1,0,2,0,3,1,4,8,Typ,1,4,Attchd,2004,3,3,770,3,3,2,194,45,0,0,0,0,0,No Fance,None,0,9,2006,WD,Normal Sale,315000,4730,13987,0.11830077074744579,45,0,1,1,5.05050505050505E-4,1.5,2,0.007707474457788134,0.03853737228894067,247.5,4,256.6666666666667,2310,9900,17820,9900,5940,2310
2-STORY 1945 & OLDER,Residential Low Density,51,9842,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,SWISU,Feedr,Norm,Single-family Detached,2Story,5,6,1921,1998,Gable,Two-family Conversion,Metal Siding,Wood Siding,NA,0,2,2,Brick & Tile,3,2,1,Unfinshed,0,Unfinshed,0,612,612,GasA,4,1,SBrkr,990,1611,0,2601,0,0,3,1,4,1,2,8,Typ,0,0,BuiltIn,1998,2,2,621,3,3,2,183,0,301,0,0,0,0,No Fance,None,0,5,2008,WD,Normal Sale,189000,3834,8231,0.26427555374923795,301,1,1,10,0.0,1.0,87,0.005181873602926234,0.031091241617557407,325.125,3,310.5,1863,1836,13005,15606,1224,1863
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,124,16158,Paved,Not Alley Access,Slightly irregular,Depression,All public Utilities,Inside,Moderate,StoneBr,Norm,Norm,Single-family Detached,1Story,7,5,2005,2005,Hip,Two-family Conversion,Vinyl Siding,Vinyl Siding,Stone,16,3,2,Poured Contrete,5,3,3,Average Living Quarters,1274,Unfinshed,0,256,1530,GasA,4,1,SBrkr,1530,0,0,1530,1,0,2,0,3,1,3,7,Typ,1,4,Attchd,2005,3,2,430,3,3,2,168,36,0,0,0,0,0,No Fance,None,0,6,2009,WD,Normal Sale,260000,3490,14198,0.09468993687337542,36,0,0,4,6.5359477124183E-4,1.5,4,0.007674217106077485,0.03837108553038743,218.57142857142858,3,215.0,1290,7650,10710,7650,4590,1290
1-1/2 STORY FINISHED ALL AGES,Residential Low Density,0,12513,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,FR2,Gentle,NAmes,Feedr,Norm,Single-family Detached,1.5Fin,4,4,1920,2007,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,0,2,3,Brick & Tile,3,2,1,Unfinshed,0,Unfinshed,0,715,715,GasA,3,1,SBrkr,1281,457,0,1738,0,0,2,0,4,1,2,7,Typ,1,4,Attchd,1920,1,1,368,3,3,2,55,0,0,0,0,0,0,No Fance,None,0,6,2009,WD,Normal Sale,104900,2821,10864,0.1388955486294254,0,1,1,2,5.753739930955121E-4,2.0,89,0.0,0.0,248.28571428571428,2,368.0,1104,2145,6952,6952,1430,1104
2-STORY 1946 & NEWER,Residential Low Density,73,8499,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,Gilbert,Norm,Norm,Single-family Detached,2Story,6,5,2006,2007,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,0,2,2,Poured Contrete,4,3,1,Unfinshed,0,Unfinshed,0,616,616,GasA,4,1,SBrkr,616,796,0,1412,0,0,2,1,3,1,3,6,Typ,1,4,BuiltIn,2007,3,2,432,3,3,2,0,36,0,0,0,0,0,No Fance,None,0,3,2007,New,Partial,156932,2460,7451,0.1661371926108954,36,1,1,0,7.08215297450425E-4,1.0,1,0.00858924579362278,0.0429462289681139,235.33333333333334,2,216.0,1296,2464,8472,7060,1848,1296
2-STORY PUD - 1946 & NEWER,Floating Village Residential,30,3180,Paved,Paved,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Somerst,Norm,Norm,Townhouse End Unit,2Story,7,5,2005,2005,Gable,Two-family Conversion,Metal Siding,Metal Siding,NA,0,3,2,Poured Contrete,4,3,1,Unfinshed,0,Unfinshed,0,600,600,GasA,4,1,SBrkr,520,600,80,1200,0,0,2,1,2,1,3,4,Typ,0,0,Detchd,2005,2,2,480,3,3,2,0,166,0,0,0,0,0,No Fance,None,0,4,2006,WD,Abnormal Sale,144152,2280,2100,0.37735849056603776,166,1,0,1,0.0,0.6666666666666666,1,0.009433962264150943,0.04716981132075471,300.0,1,240.0,1440,2400,8400,6000,1800,1440
2-STORY 1946 & NEWER,Floating Village Residential,0,7500,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Somerst,Norm,Norm,Single-family Detached,2Story,7,5,2000,2000,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,0,3,2,Poured Contrete,4,3,1,Good Living Quarters,533,Unfinshed,0,281,814,GasA,4,1,SBrkr,814,860,0,1674,1,0,2,1,3,1,3,7,Typ,0,0,Attchd,2000,2,2,663,3,3,2,0,96,0,0,0,0,0,No Fance,None,0,1,2010,WD,Normal Sale,216000,3151,6023,0.2232,96,1,0,10,0.0,1.0,10,0.0,0.0,239.14285714285714,3,331.5,1989,3256,11718,8370,2442,1989
2-STORY 1946 & NEWER,Residential Low Density,68,9179,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,CollgCr,Norm,Norm,Single-family Detached,2Story,7,5,1999,1999,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,Brick Face,158,3,2,Poured Contrete,4,3,1,Good Living Quarters,633,Unfinshed,0,240,873,GasA,4,1,SBrkr,882,908,0,1790,1,0,2,1,3,1,3,7,Typ,0,0,Attchd,1999,2,2,588,3,3,2,0,88,0,0,0,0,0,No Fance,None,0,6,2008,WD,Abnormal Sale,193000,3251,7709,0.19501034971129752,88,1,0,9,0.0,1.0,9,0.007408214402440353,0.03704107201220177,255.71428571428572,3,294.0,1764,3492,12530,8950,2619,1764
2-STORY PUD - 1946 & NEWER,Residential Medium Density,41,2665,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,MeadowV,Norm,Norm,Townhouse End Unit,2Story,5,6,1977,1977,Gable,Two-family Conversion,Cement Board,Cement Board,NA,0,2,2,Poured Contrete,3,3,1,Average Living Quarters,548,Average Rec Room,173,36,757,GasA,4,1,SBrkr,925,550,0,1475,0,0,2,0,4,1,2,6,Typ,1,3,Attchd,1977,2,1,336,3,3,2,104,26,0,0,0,0,0,No Fance,None,0,7,2006,WD,Normal Sale,127000,2568,1404,0.5534709193245778,26,1,0,29,6.779661016949153E-4,2.0,29,0.015384615384615385,0.09230769230769231,245.83333333333334,1,336.0,1008,2271,7375,8850,2271,1008
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Medium Density,0,4435,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,CollgCr,Norm,Norm,Townhouse End Unit,1Story,6,5,2003,2004,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,Brick Face,170,3,2,Poured Contrete,4,3,3,Good Living Quarters,685,Unfinshed,0,163,848,GasA,4,1,SBrkr,848,0,0,848,1,0,1,0,1,1,3,4,Typ,0,0,Attchd,2003,3,2,420,3,3,2,140,0,0,0,0,0,0,No Fance,None,0,6,2009,WD,Normal Sale,144000,2116,3167,0.19120631341600902,0,0,1,5,0.0,1.0,6,0.0,0.0,212.0,2,210.0,1260,3392,5088,4240,2544,1260
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,48,10635,Paved,Not Alley Access,Moderately Irregular,Near Flat/Level,All public Utilities,FR2,Gentle,CollgCr,Norm,Norm,Single-family Detached,1Story,8,5,2003,2003,Hip,Two-family Conversion,Vinyl Siding,Vinyl Siding,Brick Face,171,3,2,Poured Contrete,4,3,3,Below Average Living Quarters,370,Good Living Quarters,972,315,1657,GasA,4,1,SBrkr,1668,0,0,1668,1,0,2,0,3,1,3,8,Typ,1,3,Attchd,2003,3,2,502,3,3,2,0,262,0,0,0,0,0,No Fance,None,0,5,2010,WD,Normal Sale,232000,3827,8465,0.15684062059238363,262,0,0,7,5.995203836930455E-4,1.5,7,0.004513399153737658,0.022566995768688293,208.5,4,251.0,1506,6628,13344,8340,4971,1506
1-1/2 STORY FINISHED ALL AGES,Residential Low Density,90,5400,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Corner,Gentle,OldTown,Artery,Norm,Single-family Detached,1.5Fin,4,6,1920,1950,Gable,Two-family Conversion,Cinder Block,Cinder Block,NA,0,1,2,Poured Contrete,3,3,1,Average Living Quarters,315,Average Rec Room,105,420,840,GasA,4,1,SBrkr,840,534,0,1374,0,0,1,0,2,1,2,6,Typ,0,0,Detchd,1967,3,1,338,3,3,2,0,0,198,0,0,0,0,No Fance,None,0,10,2009,WD,Normal Sale,105000,2552,4222,0.2544444444444444,198,1,1,59,0.0,2.0,89,0.016666666666666666,0.1,229.0,3,338.0,1014,2520,5496,8244,2520,1014
SPLIT OR MULTI-LEVEL,Residential Low Density,80,9600,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,NAmes,Norm,Norm,Single-family Detached,SLvl,6,6,1955,1996,Hip,Two-family Conversion,Asbestos Shingles,Asbestos Shingles,NA,0,2,2,Cinder Block,3,3,3,Below Average Living Quarters,831,Unfinshed,0,161,992,GasA,3,1,SBrkr,1661,0,0,1661,1,0,1,0,3,1,3,8,Typ,1,3,BuiltIn,1955,2,1,377,3,3,2,0,28,0,0,178,0,0,Minimum Privacy,None,0,10,2008,WD,Normal Sale,165500,3030,7562,0.17302083333333335,206,0,1,12,6.020469596628537E-4,3.0,53,0.008333333333333333,0.05,207.625,4,377.0,1131,2976,9966,9966,2976,1131
2-STORY 1946 & NEWER,Residential Low Density,75,9750,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Corner,Gentle,CollgCr,Norm,Norm,Single-family Detached,2Story,7,6,1998,1998,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,0,2,2,Poured Contrete,4,3,3,Good Living Quarters,975,Unfinshed,0,133,1108,GasA,4,1,SBrkr,1108,989,0,2097,1,0,2,1,3,1,3,8,Typ,1,3,Detchd,1998,2,2,583,3,3,2,253,170,0,0,0,0,0,No Fance,None,0,6,2006,WD,Normal Sale,274300,3788,8059,0.21507692307692308,170,1,0,8,4.768717215069146E-4,1.0,8,0.007692307692307693,0.046153846153846156,262.125,4,291.5,1749,4432,14679,12582,3324,1749
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,0,11400,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,NoRidge,Norm,Norm,Single-family Detached,1Story,10,5,2001,2002,Hip,Two-family Conversion,Vinyl Siding,Vinyl Siding,Brick Face,705,4,2,Poured Contrete,5,3,4,Good Living Quarters,1282,Unfinshed,0,1351,2633,GasA,4,1,SBrkr,2633,0,0,2633,1,0,2,1,2,1,4,8,Typ,2,4,Attchd,2001,2,3,804,3,3,2,314,140,0,0,0,0,0,No Fance,None,0,3,2007,WD,Normal Sale,466500,6070,7963,0.23096491228070176,140,0,1,5,7.595898214963919E-4,0.6666666666666666,6,0.0,0.0,329.125,5,268.0,2412,13165,26330,13165,7899,2412
2-STORY 1946 & NEWER,Floating Village Residential,85,10625,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Somerst,Norm,Norm,Single-family Detached,2Story,7,5,2005,2005,Gable,Two-family Conversion,Cement Board,Cement Board,NA,0,3,2,Poured Contrete,4,3,1,Unfinshed,0,Unfinshed,0,1026,1026,GasA,4,1,SBrkr,1026,932,0,1958,0,0,2,1,3,1,3,9,Typ,1,4,Attchd,2005,3,3,936,3,3,2,154,210,0,0,0,0,0,No Fance,None,0,7,2008,WD,Normal Sale,250000,3920,8663,0.18428235294117648,210,1,0,3,5.107252298263534E-4,1.0,3,0.008,0.04,217.55555555555554,5,312.0,2808,4104,13706,9790,3078,2808
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,89,10991,Paved,Not Alley Access,Slightly irregular,Hillside,All public Utilities,Inside,Gentle,Timber,Norm,Norm,Single-family Detached,1Story,8,5,2007,2007,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,Brick Face,80,3,2,Poured Contrete,4,3,4,Unfinshed,0,Unfinshed,0,1571,1571,GasA,4,1,SBrkr,1571,0,0,1571,0,0,2,0,3,1,3,7,Typ,1,4,Attchd,2007,3,3,722,3,3,2,100,36,0,0,0,0,0,No Fance,None,0,12,2007,New,Partial,239000,3864,8698,0.14293512874169775,36,0,0,0,6.365372374283895E-4,1.5,0,0.008097534346283323,0.04048767173141662,224.42857142857142,3,240.66666666666666,2166,6284,12568,7855,4713,2166
1-STORY 1945 & OLDER,Residential Low Density,52,6292,Paved,Not Alley Access,Regular,Banked,All public Utilities,Inside,Gentle,SWISU,Norm,Norm,Single-family Detached,1Story,6,5,1930,1950,Gable,Two-family Conversion,Wood Siding,Wood Siding,NA,0,2,2,Brick & Tile,4,3,2,Average Rec Room,384,Unfinshed,0,384,768,GasA,2,0,SBrkr,790,0,0,790,0,0,1,0,2,1,2,4,Typ,0,0,Detchd,1925,1,1,160,2,3,2,0,141,0,0,0,0,0,No Fance,None,0,4,2008,WD,Normal Sale,91000,1718,5342,0.12555626191989827,141,0,1,58,0.0,2.0,78,0.008264462809917356,0.04132231404958678,197.5,1,160.0,320,3072,4740,3950,2304,480
1-1/2 STORY FINISHED ALL AGES,Residential Low Density,60,10998,Paved,Grovel,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Edwards,Norm,Norm,Single-family Detached,1.5Fin,5,5,1941,1960,Gable,Two-family Conversion,Wood Siding,Wood Siding,NA,0,2,2,Cinder Block,3,3,1,Low Quality,408,Below Average Living Quarters,420,156,984,GasA,4,1,SBrkr,984,620,0,1604,0,0,2,0,3,1,2,6,Min2,0,0,Detchd,1977,1,2,660,3,3,2,0,68,0,0,0,0,0,No Fance,None,0,7,2009,WD,Normal Sale,117000,3248,9354,0.1458446990361884,68,1,1,49,0.0,1.5,68,0.005455537370430988,0.02727768685215494,267.3333333333333,2,330.0,1980,2952,8020,8020,2952,1980
2-STORY PUD - 1946 & NEWER,Residential Medium Density,21,1953,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,BrDale,Norm,Norm,Townhouse Inside Unit,2Story,6,5,1973,1973,Gable,Two-family Conversion,Hard Board,Hard Board,Brick Face,408,2,2,Cinder Block,3,2,1,Below Average Living Quarters,309,Unfinshed,0,174,483,GasA,2,1,SBrkr,483,504,0,987,0,0,1,1,2,1,2,5,Typ,0,0,Detchd,1973,1,1,264,3,3,2,72,0,0,0,0,0,0,No Fance,None,0,6,2006,WD,Normal Sale,83000,1734,1206,0.5053763440860215,0,1,0,33,0.0,1.0,33,0.010752688172043012,0.05376344086021506,197.4,2,264.0,792,1449,5922,4935,966,792
SPLIT OR MULTI-LEVEL,Residential Low Density,73,9735,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Timber,Norm,Norm,Single-family Detached,SLvl,5,5,2006,2007,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,0,2,2,Poured Contrete,4,3,1,Unfinshed,0,Unfinshed,0,384,384,GasA,3,1,NA,754,640,0,1394,0,0,2,1,3,1,3,7,Typ,0,0,BuiltIn,2007,3,2,400,3,3,2,100,0,0,0,0,0,0,No Fance,None,0,5,2008,WD,Normal Sale,167500,2178,8581,0.14319465844889573,0,1,1,1,0.0,1.0,2,0.007498715973292244,0.03749357986646122,199.14285714285714,3,200.0,1200,1536,6970,6970,1152,1200
1-STORY 1945 & OLDER,Residential Low Density,45,8212,Paved,Grovel,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Edwards,Norm,Norm,Single-family Detached,1Story,3,3,1914,1950,Gable,Two-family Conversion,Stucco,Stucco,NA,0,2,1,Brick & Tile,3,2,1,Average Rec Room,203,Unfinshed,0,661,864,GasA,2,0,FuseF,864,0,0,864,1,0,1,0,2,1,2,5,Typ,0,0,Detchd,1938,1,1,200,3,2,2,0,0,96,0,0,0,0,No Fance,None,0,6,2010,WD,Normal Sale,58500,1928,7148,0.10521188504627374,96,0,1,60,0.0,2.0,96,0.005479785679493424,0.016439357038480273,172.8,2,200.0,600,2592,2592,2592,1728,400
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,0,12925,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Corner,Gentle,NAmes,Norm,Norm,Single-family Detached,1Story,6,7,1970,1970,Gable,Two-family Conversion,Brick Face,Plywood,NA,0,2,2,Cinder Block,3,3,2,Below Average Living Quarters,865,Unfinshed,0,340,1205,GasA,4,1,SBrkr,2117,0,0,2117,0,0,2,1,4,1,2,7,Typ,2,4,Attchd,1970,3,2,550,3,3,2,0,42,0,0,0,0,0,No Fance,None,0,5,2008,WD,Normal Sale,237500,3872,10258,0.16379110251450676,42,0,0,38,9.44733112895607E-4,1.3333333333333333,38,0.0,0.0,302.42857142857144,2,275.0,1650,3615,12702,14819,3615,1650
2-STORY 1945 & OLDER,Residential Medium Density,60,7200,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Corner,Gentle,OldTown,Norm,Norm,Single-family Detached,2Story,7,7,1920,1950,Hip,Two-family Conversion,Wood Siding,Wood Siding,NA,0,2,2,Brick & Tile,2,3,1,Unfinshed,0,Unfinshed,0,596,596,GasA,4,1,SBrkr,998,764,0,1762,1,0,1,1,4,1,3,8,Typ,0,0,Detchd,1989,1,2,576,3,3,0,36,0,221,0,0,0,0,No Fance,None,0,10,2006,WD,Normal Sale,157000,2934,5626,0.24472222222222223,221,1,1,56,0.0,2.0,86,0.008333333333333333,0.058333333333333334,220.25,3,288.0,1728,1192,12334,12334,1788,1728
1-STORY 1945 & OLDER,Residential Low Density,0,25339,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Sawyer,Norm,Norm,Single-family Detached,1Story,5,7,1918,2007,Gable,Two-family Conversion,Wood Siding,Wood Siding,NA,0,2,3,Brick & Tile,3,3,1,Unfinshed,0,Unfinshed,0,816,816,GasA,4,1,SBrkr,1416,0,0,1416,0,0,2,0,3,1,3,7,Typ,0,0,Attchd,2007,1,2,576,3,3,0,0,0,112,0,0,0,0,No Fance,None,0,8,2007,WD,Normal Sale,112000,2808,23347,0.05588223686806899,112,0,1,0,0.0,1.5,89,0.0,0.0,202.28571428571428,3,288.0,1728,2448,7080,9912,2448,1728
1-1/2 STORY FINISHED ALL AGES,Residential Low Density,60,9060,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Edwards,Norm,Norm,Single-family Detached,1.5Fin,6,5,1939,1950,Gable,Two-family Conversion,Wood Shingles,Wood Shingles,NA,0,2,2,Brick & Tile,3,3,2,Average Rec Room,204,Unfinshed,0,356,560,GasA,2,1,SBrkr,698,560,0,1258,0,0,1,0,2,1,2,6,Typ,0,0,Detchd,1939,1,1,280,3,3,1,0,0,0,0,0,0,0,Minimum Privacy,None,0,10,2009,WD,Normal Sale,105000,2098,8082,0.13885209713024282,0,1,1,59,0.0,2.0,70,0.006622516556291391,0.033112582781456956,209.66666666666666,3,280.0,840,1680,7548,6290,1680,840
1-1/2 STORY FINISHED ALL AGES,Residential Medium Density,40,5436,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,IDOTRR,Norm,Norm,Single-family Detached,1.5Fin,4,8,1922,2007,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,0,2,3,Brick & Tile,3,3,1,Below Average Living Quarters,735,Unfinshed,0,61,796,GasA,3,1,SBrkr,796,358,0,1154,1,0,1,0,3,1,3,7,Typ,0,0,Detchd,1922,1,1,240,3,3,0,0,96,0,0,0,0,0,Minimum Privacy,None,0,5,2010,WD,Normal Sale,125500,2190,4400,0.21228844738778513,96,1,1,3,0.0,3.0,88,0.007358351729212656,0.05886681383370125,164.85714285714286,3,240.0,720,2388,4616,9232,2388,720
2-STORY 1946 & NEWER,Residential Low Density,80,16692,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,NWAmes,RRAn,Norm,Single-family Detached,2Story,7,5,1978,1978,Gable,Two-family Conversion,Plywood,Plywood,Brick Face,184,2,2,Cinder Block,4,3,1,Below Average Living Quarters,790,Low Quality,469,133,1392,GasA,2,1,SBrkr,1392,1392,0,2784,1,0,3,1,5,1,3,12,Typ,2,3,Attchd,1978,2,2,564,3,3,2,0,112,0,0,440,519,1,Minimum Privacy,Tennis Court,2000,7,2006,WD,Normal Sale,250000,4740,14736,0.1667864845434939,552,1,0,28,7.183908045977011E-4,1.25,28,0.004792715073088905,0.023963575365444526,232.0,6,282.0,1692,5568,19488,13920,4176,1692
1-1/2 STORY FINISHED ALL AGES,Residential Medium Density,60,8520,Paved,Grovel,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,OldTown,Artery,Norm,Single-family Detached,1.5Fin,6,7,1916,1950,Gable,Two-family Conversion,Stucco,Stucco,NA,0,2,3,Brick & Tile,3,3,1,Average Rec Room,168,Low Quality,546,0,714,GasW,2,0,SBrkr,1664,862,0,2526,0,0,2,0,5,1,3,10,Typ,1,4,Detchd,1916,1,1,216,3,3,2,88,15,0,0,0,0,0,Good Wood,None,0,8,2007,CWD,Sale between family members,136000,3456,6640,0.2964788732394366,15,1,1,57,3.95882818685669E-4,2.5,91,0.007042253521126761,0.04929577464788733,252.6,4,216.0,648,2142,15156,17682,2142,648
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,42,14892,Paved,Not Alley Access,Slightly irregular,Hillside,All public Utilities,CulDSac,Gentle,Gilbert,Norm,Norm,Single-family Detached,1Story,9,5,2006,2007,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,Stone,160,4,2,Poured Contrete,5,3,4,Good Living Quarters,1320,Unfinshed,0,426,1746,GasA,4,1,SBrkr,1746,0,0,1746,1,0,2,0,3,1,4,7,Typ,2,4,Attchd,2006,3,3,758,3,3,2,201,39,0,0,0,0,0,No Fance,None,0,10,2009,WD,Normal Sale,377500,4250,12388,0.11724415793714746,39,0,1,2,0.001145475372279496,1.5,3,0.0028203062046736503,0.014101531023368252,249.42857142857142,3,252.66666666666666,2274,8730,15714,8730,5238,2274
1-1/2 STORY FINISHED ALL AGES,Residential Medium Density,60,6000,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,BrkSide,Norm,Norm,Single-family Detached,1.5Fin,6,6,1941,1950,Gable,Two-family Conversion,Wood Siding,Wood Siding,NA,0,2,3,Brick & Tile,3,4,1,Average Living Quarters,375,Unfinshed,0,360,735,GasA,4,1,SBrkr,869,349,0,1218,0,1,1,0,3,1,2,6,Typ,1,4,Detchd,2003,1,2,440,3,3,2,0,0,0,0,0,0,0,No Fance,None,0,3,2007,WD,Normal Sale,131000,2393,4691,0.203,0,1,1,57,8.210180623973727E-4,3.0,66,0.01,0.06,203.0,2,220.0,1320,2205,7308,7308,2940,1320
